Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;Вес;Цвет;Производитель;Ширина;Материал;Покрытие;"Угол открывания";Высота;"Единица измерения";Длина;"Нагрузка, N";"Размер чаши";"Установочный проем";"Общий размер";"Вес без упаковки";"Вес в упаковке";"Размеры упаковки";"Размер мойки";"Диаметр, мм";"Толщина стали,мм.";Размеры;Глубина;Диаметр;Толщина
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L400 h-45 Hardi";85.00;sharikovye-napr-l400-h-45-hardi;1;;;;;00000002423;0;"Шариковые напр. L400 h-45 Hardi";"Шариковые напр. L400 h-45 Hardi";;;;guides-2_9.jpg;;;;;;;;h45;;L400;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L400 h-45 Arket";92.40;sharikovye-napr-l400-h-45-arket;1;;;;;00000002474;0;"Шариковые напр. L400 h-45 Arket";"Шариковые напр. L400 h-45 Arket";;;;317_prowadnica_kulk_h45_6.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L350 h-45 Hardi";74.00;sharikovye-napr-l350-h-45-hardi;1;;;;;00000002421;0;"Шариковые напр. L350 h-45 Hardi";"Шариковые напр. L350 h-45 Hardi";;;;guides-2_10.jpg;;;;;;;;h45;;L350;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L350 h-45 Arket";72.06;sharikovye-napr-l350-h-45-arket;1;;;;;00000000165;0;"Шариковые напр. L350 h-45 Arket";"Шариковые напр. L350 h-45 Arket";;;;317_prowadnica_kulk_h45_8.jpg;;;;;;;;h45;;L350;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L300 h-45 Hardi";62.00;sharikovye-napr-l300-h-45-hardi;1;;;;;00000002422;0;"Шариковые напр. L300 h-45 Hardi";"Шариковые напр. L300 h-45 Hardi";;;;guides-2_11.jpg;;;;;;;;h45;;L300;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L250 h-45 Arket";51.53;sharikovye-napr-l250-h-45-arket;1;;;;;00000002557;0;"Шариковые напр. L250 h-45 Arket";"Шариковые напр. L250 h-45 Arket";;;;317_prowadnica_kulk_h45_10.jpg;;;;;;;;h45;;L250;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L250 h-45";65.00;sharikovye-napr-l250-h-45;1;;;;;00000001137;200;"Шариковые напр. L250 h-45";"Шариковые напр. L250 h-45";;;;317_prowadnica_kulk_h45_11.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L550 h-43 Arket";94.29;sharikovye-napr-l550-h-43-arket;1;;;;;УТ000000350;1;"Шариковые напр. L550 h-43 Arket";"Шариковые напр. L550 h-43 Arket";;;;3381__img.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L400 h-43 Arket";74.38;sharikovye-napr-l400-h-43-arket;1;;;;;УТ000000348;0;"Шариковые напр. L400 h-43 Arket";"Шариковые напр. L400 h-43 Arket";;;;3381__img_3.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L350 h-43";71.00;sharikovye-napr-l350-h-43;1;;;;;00000002362;0;"Шариковые напр. L350 h-43";"Шариковые напр. L350 h-43";;;;317_prowadnica_kulk_h45_14.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L300 h-43";84.00;sharikovye-napr-l300-h-43;1;;;;;00000002904;35;"Шариковые напр. L300 h-43";"Шариковые напр. L300 h-43";;;;317_prowadnica_kulk_h45_15.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L550 h-35 Arket";100.10;sharikovye-napr-l550-h-35-arket;1;;;;;УТ000000031;0;"Шариковые напр. L550 h-35 Arket";"Шариковые напр. L550 h-35 Arket";;;;1116_03.gif;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L550 h-35 Hardi";107.80;sharikovye-napr-l550-h-35-hardi;1;;;;;00000002427;28;"Шариковые напр. L550 h-35 Hardi";"Шариковые напр. L550 h-35 Hardi";;;;guides-2.jpg;;;;;;;;h35;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L500 h-35 Arket";71.25;sharikovye-napr-l500-h-35-arket;1;;;;;00000001600;18;"Шариковые напр. L500 h-35 Arket";"Шариковые напр. L500 h-35 Arket";;;;1116_03_6.gif;;;;;;;;h35;;L500;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L500 h-35 Hardi";80.00;sharikovye-napr-l500-h-35-hardi;1;;;;;00000002425;0;"Шариковые напр. L500 h-35 Hardi";"Шариковые напр. L500 h-35 Hardi";;;;guides-2_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L450 h-35 Arket";64.40;sharikovye-napr-l450-h-35-arket;1;;;;;00000001608;0;"Шариковые напр. L450 h-35 Arket";"Шариковые напр. L450 h-35 Arket";;;;1116_03_7.gif;;;;;;;;h35;;L450;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L450 h-35 Hardi";72.00;sharikovye-napr-l450-h-35-hardi;1;;;;;00000002424;0;"Шариковые напр. L450 h-35 Hardi";"Шариковые напр. L450 h-35 Hardi";;;;guides-2_2.jpg;;;;;;;;h35;;L450;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L300 h-35 Arket";49.78;sharikovye-napr-l300-h-35-arket;1;;;;;00000001597;421;"Шариковые напр. L300 h-35 Arket";"Шариковые напр. L300 h-35 Arket";;;;1116_03_13.gif;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L300 h-35";55.00;sharikovye-napr-l300-h-35;1;;;;;00000000174;225;"Шариковые напр. L300 h-35";"Шариковые напр. L300 h-35";;;;1116_03_14.gif;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L400 h-35 Hardi";62.00;sharikovye-napr-l400-h-35-hardi;1;;;;;00000002419;0;"Шариковые напр. L400 h-35 Hardi";"Шариковые напр. L400 h-35 Hardi";;;;guides-2_3.jpg;;;;;;;;h35;;L400;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L450 h-35 Boyard";36.70;sharikovye-napr-l450-h-35-boyard;1;;;;;00000000774;0;"Шариковые напр. L450 h-35 Boyard";"Шариковые напр. L450 h-35 Boyard";;;;groefgeleider-1313.jpg;;;;;;;;h18;;L450;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L400 h-18 Boyard";33.00;sharikovye-napr-l400-h-18-boyard;1;;;;;00000000773;4;"Шариковые напр. L400 h-18 Boyard";"Шариковые напр. L400 h-18 Boyard";;;;groefgeleider-1313.100x100.jpg?7a11d3f91aaa64d9ca51fa8cc54ff68e;;;;;;;;h18;;L400;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L350 h-18 Boyard";27.50;sharikovye-napr-l350-h-18-boyard;1;;;;;00000000772;0;"Шариковые напр. L350 h-18 Boyard";"Шариковые напр. L350 h-18 Boyard";;;;groefgeleider-1313.100x100_1.jpg?7a11d3f91aaa64d9ca51fa8cc54ff68e;;;;;;;;h18;;L350;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L300 h-18 Boyard";25.34;sharikovye-napr-l300-h-18-boyard;1;;;;;00000000770;7;"Шариковые напр. L300 h-18 Boyard";"Шариковые напр. L300 h-18 Boyard";;;;groefgeleider-1313.100x100_2.jpg?7a11d3f91aaa64d9ca51fa8cc54ff68e;;;;;;;;h18;;L300;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L250 h-18 Boyard";20.00;sharikovye-napr-l250-h-18-boyard;1;;;;;00000000769;0;"Шариковые напр. L250 h-18 Boyard";"Шариковые напр. L250 h-18 Boyard";;;;groefgeleider-1313.100x100_3.jpg?7a11d3f91aaa64d9ca51fa8cc54ff68e;;;;;;;;h18;;L250;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направл.с доводчиком";"Шариковые напр. с довод. L550 h-45 Gtv";116.05;sharikovye-napr-s-dovod-l550-h-45-gtv;1;;;;;00000002949;26;"Шариковые напр. с довод. L550 h-45 Gtv";"Шариковые напр. с довод. L550 h-45 Gtv";;;;teleskopicheskie-napravlyayuschie.jpg;;;;;;;;h45;;L550;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направл.с доводчиком";"Шариковые напр. с довод. L500 h-45 Arket";175.00;sharikovye-napr-s-dovod-l500-h-45-arket;1;;;;;00000001595;109;"Шариковые напр. с довод. L500 h-45 Arket";"Шариковые напр. с довод. L500 h-45 Arket";;;;teleskopicheskie-napravlyayuschie.100x100.jpg?7dbb2ba70983f2b3deb18eecbc0b5df8;;;;;;;;h45;;L500;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направл.с доводчиком";"Шариковые напр. с довод. L450 h-45 Arket";170.00;sharikovye-napr-s-dovod-l450-h-45-arket;1;;;;;00000001594;0;"Шариковые напр. с довод. L450 h-45 Arket";"Шариковые напр. с довод. L450 h-45 Arket";;;;teleskopicheskie-napravlyayuschie.100x100_1.jpg?7dbb2ba70983f2b3deb18eecbc0b5df8;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направл.с доводчиком";"Шариковые напр. с довод. L450 h-45";161.00;sharikovye-napr-s-dovod-l450-h-45;1;;;;;00000001105;193;"Шариковые напр. с довод. L450 h-45";"Шариковые напр. с довод. L450 h-45";;;;teleskopicheskie-napravlyayuschie.100x100_2.jpg?7dbb2ba70983f2b3deb18eecbc0b5df8;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направл.с доводчиком";"Шариковые напр. с довод. L400 h-45 Arket";160.00;sharikovye-napr-s-dovod-l400-h-45-arket;1;;;;;00000002351;0;"Шариковые напр. с довод. L400 h-45 Arket";"Шариковые напр. с довод. L400 h-45 Arket";;;;teleskopicheskie-napravlyayuschie.100x100_2.100x100.jpg?7dbb2ba70983f2b3deb18eecbc0b5df8?c85e9fec06bdd0152d92dadbcf564893;;;;;;;;h45;;L400;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направл.с доводчиком";"Шариковые напр. с довод. L400 h-45";167.41;sharikovye-napr-s-dovod-l400-h-45;1;;;;;00000001104;90;"Шариковые напр. с довод. L400 h-45";"Шариковые напр. с довод. L400 h-45";;;;teleskopicheskie-napravlyayuschie.100x100_2.100x100.100x100.jpg?7dbb2ba70983f2b3deb18eecbc0b5df8?c85e9fec06bdd0152d92dadbcf564893?55899c3d1ba732cf20a8dd042b3232aa;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направл.с доводчиком";"Шариковые напр. с довод. L350 h-45 Arket";145.00;sharikovye-napr-s-dovod-l350-h-45-arket;1;;;;;00000001593;0;"Шариковые напр. с довод. L350 h-45 Arket";"Шариковые напр. с довод. L350 h-45 Arket";;;;teleskopicheskie-napravlyayuschie.100x100.100x100.jpg?7dbb2ba70983f2b3deb18eecbc0b5df8?f06fc9820179f2e845d8e5e990e521b6;;;;;;;;h45;;L350;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направл.с доводчиком";"Шариковые напр. с довод. L350 h-45 ";179.00;sharikovye-napr-s-dovod-l350-h-45-;1;;;;;00000001103;0;"Шариковые напр. с довод. L350 h-45 ";"Шариковые напр. с довод. L350 h-45 ";;;;teleskopicheskie-napravlyayuschie.100x100_1.100x100.jpg?7dbb2ba70983f2b3deb18eecbc0b5df8?ce3a76bc8e6d4690d4fc0736feeafa00;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направл.с доводчиком";"Шариковые напр. с довод. L300 h-45";139.00;sharikovye-napr-s-dovod-l300-h-45;1;;;;;00000001102;0;"Шариковые напр. с довод. L300 h-45";"Шариковые напр. с довод. L300 h-45";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направляющие ";"Шариковые напр. L250 h-35 Hardi";40.00;sharikovye-napr-l250-h-35-hardi;1;;;;;00000002417;0;"Шариковые напр. L250 h-35 Hardi";"Шариковые напр. L250 h-35 Hardi";;;;1116_03_15.gif;;;;;;;;h35;;L250;;;;;;;;;;;;;;
"Комплектующие для мебели/Направляющие для выдвижных ящиков/Шариковые направл.с доводчиком";"Шариковые напр. с довод. L500 h-45 Hardi";170.00;sharikovye-napr-s-dovod-l500-h-45-hardi;1;;;;;00000002431;0;"Шариковые напр. с довод. L500 h-45 Hardi";"Шариковые напр. с довод. L500 h-45 Hardi";;;;guides-3.jpg;;;;;;;;h45;;L500;;;;;;;;;;;;;;
"Комплектующие для мебели/Цоколь/Цоколь пластик/Цоколь пластик h-150";"Цоколь пластик h-150 венге 4м";685.00;tsokol-plastik-h-150-venge-4m;1;;;;;00000002045;2;"Цоколь пластик h-150 венге 4м";"Цоколь пластик h-150 венге 4м";;;;fc3c34efa4fcff6c13aa9ac71b4e3aa0.jpg;;венге;;;;;;h150;;4м;;;;;;;;;;;;;;
"Комплектующие для мебели/Цоколь/Цоколь пластик/Цоколь пластик h-150";"Цоколь пластик h-150 ваниль 4м";685.00;tsokol-plastik-h-150-vanil-4m;1;;;;;00000002046;2;"Цоколь пластик h-150 ваниль 4м";"Цоколь пластик h-150 ваниль 4м";;;;603a88648264b159fea1837dab971aa7.jpg;;ваниль;;;;;;h150;;4м;;;;;;;;;;;;;;
"Комплектующие для мебели/Цоколь/Цоколь пластик/Цоколь пластик h-150";"Цоколь пластик h-150 алюминий 4м";685.00;tsokol-plastik-h-150-alyuminij-4m;1;;;;;00000002044;2;"Цоколь пластик h-150 алюминий 4м";"Цоколь пластик h-150 алюминий 4м";;;;582775c5458fbc5734fc49baaece5a99.jpg;;алюминий;;;;;;h150;;4м;;;;;;;;;;;;;;
"Комплектующие для мебели/Цоколь/Цоколь пластик/Цоколь пластик h-100";"Цоколь пластик h-100 титан 4м";308.00;tsokol-plastik-h-100-titan-4m;1;;;;;00000002043;10;"Цоколь пластик h-100 титан 4м";"Цоколь пластик h-100 титан 4м";;;;334b1ceee6b99ee602b47b1fd17d270f.jpg;;;;;;;;h100;;;;;;;;;;;;;;;;
"Комплектующие для мебели/Цоколь/Цоколь пластик/Цоколь пластик h-100";"Цоколь пластик h-100 орех итал. 4м";484.00;tsokol-plastik-h-100-oreh-ital-4m;1;;;;;00000002040;1;"Цоколь пластик h-100 орех итал. 4м";"Цоколь пластик h-100 орех итал. 4м";;;;282b309d9aab4c19c998f1ff764817de.jpg;;"орех италальянский";;;;;;h100;;4м;;;;;;;;;;;;;;
